sport,home_team,away_team,network,viewership_millions,season,is_estimate,source,notes,is_rivalry,is_ranked_matchup,is_prime_time,conference,game_type
mens_basketball,Georgetown,UMBC,TruTV,0.013,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Wednesday 8PM ET,0,0,1,Unknown,regular_season
mens_basketball,SFA,A&M CC,ESPNU,0.013,2025,0,TV Media Blog,TV Media Blog chart r4ZMn; Southland SF; Tuesday 7PM ET,0,0,1,Unknown,postseason
mens_basketball,Kent State,Akron,ESPNU,0.012,2025,0,TV Media Blog,TV Media Blog chart jiFIZ; Friday 8PM ET,0,0,1,Unknown,regular_season
mens_basketball,USF,Tulsa,ESPNU,0.012,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Sunday 12PM ET,0,0,0,Unknown,regular_season
mens_basketball,Wichita State,North Texas,ESPNU,0.012,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Sunday 3PM ET,0,0,0,Unknown,regular_season
mens_basketball,Ohio,Akron,ESPNU,0.011,2025,0,TV Media Blog,TV Media Blog chart T1eZV; Friday 8PM ET,0,0,1,Unknown,regular_season
mens_basketball,Southern,Prairie View A&M,ESPNU,0.011,2025,0,TV Media Blog,TV Media Blog chart r4ZMn; SWAC Champ; Saturday 7:30PM ET,0,0,1,Unknown,regular_season
mens_basketball,UAlbany,Vermont,ESPNU,0.011,2025,0,TV Media Blog,TV Media Blog chart T1eZV; Monday 1PM ET,0,0,0,Unknown,regular_season
mens_basketball,UT Martin,Morehead State,ESPNU,0.011,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Saturday 4PM ET,0,0,0,Unknown,regular_season
mens_basketball,North Texas,FAU,ESPNU,0.01,2025,0,TV Media Blog,TV Media Blog chart r4ZMn; American 2R; Thursday 9:30PM ET,0,0,1,Unknown,postseason
mens_basketball,Providence,Villanova,TruTV,0.01,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Sunday 12PM ET,0,0,0,Unknown,regular_season
mens_basketball,SIUE,Tennessee State,ESPNU,0.01,2025,0,TV Media Blog,TV Media Blog chart T1eZV; Thursday 9PM ET,0,0,1,Unknown,regular_season
